STATES/Uts,CRIME TYPE,CASES,YEAR,,,
Arunachal Pradesh,5.1 - Sexual Harassment,21,2014,,,
Arunachal Pradesh,5.2 - Assault on women with intent to Disrobe,0,2014,,,
Arunachal Pradesh,5.3 - Voyeurism,6,2014,,,
Arunachal Pradesh,5.4 - Stalking,1,2014,,,
Arunachal Pradesh,5.5 - Others,93,2014,,,
Arunachal Pradesh,6.1 - At Office premises,0,2014,,,
Arunachal Pradesh,6.2 - Other places related to work,0,2014,,,
Arunachal Pradesh,6.3 - In Public Transport system,0,2014,,,
Arunachal Pradesh,6.4 - in Other Places,3,2014,,,
Arunachal Pradesh,7 - Cruelty by Husband or his Relatives (Section 498A),42,2014,,,
Arunachal Pradesh,8 - Importation of Girls from Foreign Country (Section 366B IPC),0,2014,,,
Arunachal Pradesh,9 - Abetment of Suicides of Women u/s 306 IPC,0,2014,,,
Arunachal Pradesh,"10 - Dowry Prohibition Act, 1961",0,2014,,,
Arunachal Pradesh,"11 - Indecent Representation of Women (Prohibition) Act, 1986",0,2014,,,
Arunachal Pradesh,12 - Commission of Sati Prevention Act 1987,0,2014,,,
Arunachal Pradesh,"13 - Protection of Women from Domestic Violence Act, 2005",0,2014,,,
Arunachal Pradesh,14 - Immoral Traffic (Prevention) Act (Women Cases only),0,2014,,,
Arunachal Pradesh,14.1 - Under ITP Section 5,0,2014,,,
Arunachal Pradesh,14.2 - Under ITP Section 6,0,2014,,,
Arunachal Pradesh,14.3 - Under ITP Section 7,0,2014,,,
Arunachal Pradesh,14.4 - Under ITP Section 8,0,2014,,,
Arunachal Pradesh,14.5 - Other Sections under ITP Act,0,2014,,,
Assam,1 - Rape (Section 376 IPC),1980,2014,,,
Assam,1.1 - Custodial Rape,0,2014,,,
Assam,1.1.1 - Custodial_Gang Rape,0,2014,,,
Assam,1.1.2 - Custodial_Other Rape,0,2014,,,
Assam,1.2 - Rape other than Custodial,1980,2014,,,
Assam,1.2.1 - Rape_Gang Rape,23,2014,,,
Assam,1.2.2 - Rape_Others,1957,2014,,,
Assam,2 - Attempt to commit Rape (Section 376 & 511 IPC),227,2014,,,
Assam,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",3895,2014,,,
Assam,3.1 - Kidnaping & Abduction Section 363 IPC,0,2014,,,
Assam,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,1,2014,,,
Assam,3.3 - Kidnapping for Ransom Section 364A,3,2014,,,
Assam,3.4 - Kidnapping & Abduction of Women to compel her for marriage,3883,2014,,,
Assam,3.5 - Kidnapping & Abduction of Women-Other,8,2014,,,
Assam,4 - Dowry Deaths (Section 304-B IPC),188,2014,,,
Assam,5.1 - Sexual Harassment,458,2014,,,
Assam,5.2 - Assault on women with intent to Disrobe,399,2014,,,
Assam,5.3 - Voyeurism,0,2014,,,
Assam,5.4 - Stalking,0,2014,,,
Assam,5.5 - Others,2242,2014,,,
Assam,6.1 - At Office premises,0,2014,,,
Assam,6.2 - Other places related to work,1,2014,,,
Assam,6.3 - In Public Transport system,0,2014,,,
Assam,6.4 - in Other Places,0,2014,,,
Assam,7 - Cruelty by Husband or his Relatives (Section 498A),9626,2014,,,
Assam,8 - Importation of Girls from Foreign Country (Section 366B IPC),1,2014,,,
Assam,9 - Abetment of Suicides of Women u/s 306 IPC,0,2014,,,
Assam,"10 - Dowry Prohibition Act, 1961",92,2014,,,
Assam,"11 - Indecent Representation of Women (Prohibition) Act, 1986",0,2014,,,
Assam,12 - Commission of Sati Prevention Act 1987,0,2014,,,
Assam,"13 - Protection of Women from Domestic Violence Act, 2005",1,2014,,,
Assam,14 - Immoral Traffic (Prevention) Act (Women Cases only),29,2014,,,
Assam,14.1 - Under ITP Section 5,6,2014,,,
Assam,14.2 - Under ITP Section 6,1,2014,,,
Assam,14.3 - Under ITP Section 7,2,2014,,,
Assam,14.4 - Under ITP Section 8,0,2014,,,
Assam,14.5 - Other Sections under ITP Act,20,2014,,,
Bihar,1 - Rape (Section 376 IPC),1127,2014,,,
Bihar,1.1 - Custodial Rape,0,2014,,,
Bihar,1.1.1 - Custodial_Gang Rape,0,2014,,,
Bihar,1.1.2 - Custodial_Other Rape,0,2014,,,
Bihar,1.2 - Rape other than Custodial,1127,2014,,,
Bihar,1.2.1 - Rape_Gang Rape,24,2014,,,
Bihar,1.2.2 - Rape_Others,1103,2014,,,
Bihar,2 - Attempt to commit Rape (Section 376 & 511 IPC),484,2014,,,
Bihar,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",4735,2014,,,
Bihar,3.1 - Kidnaping & Abduction Section 363 IPC,55,2014,,,
Bihar,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,9,2014,,,
Bihar,3.3 - Kidnapping for Ransom Section 364A,2,2014,,,
Bihar,3.4 - Kidnapping & Abduction of Women to compel her for marriage,4641,2014,,,
Bihar,3.5 - Kidnapping & Abduction of Women-Other,28,2014,,,
Bihar,4 - Dowry Deaths (Section 304-B IPC),1373,2014,,,
Bihar,5.1 - Sexual Harassment,271,2014,,,
Bihar,5.2 - Assault on women with intent to Disrobe,61,2014,,,
Bihar,5.3 - Voyeurism,4,2014,,,
Bihar,5.4 - Stalking,7,2014,,,
Bihar,5.5 - Others,229,2014,,,
Bihar,6.1 - At Office premises,0,2014,,,
Bihar,6.2 - Other places related to work,0,2014,,,
Bihar,6.3 - In Public Transport system,0,2014,,,
Bihar,6.4 - in Other Places,69,2014,,,
Bihar,7 - Cruelty by Husband or his Relatives (Section 498A),4672,2014,,,
Bihar,8 - Importation of Girls from Foreign Country (Section 366B IPC),5,2014,,,
Bihar,9 - Abetment of Suicides of Women u/s 306 IPC,0,2014,,,
Bihar,"10 - Dowry Prohibition Act, 1961",2203,2014,,,
Bihar,"11 - Indecent Representation of Women (Prohibition) Act, 1986",0,2014,,,
Bihar,12 - Commission of Sati Prevention Act 1987,0,2014,,,
Bihar,"13 - Protection of Women from Domestic Violence Act, 2005",112,2014,,,
Bihar,14 - Immoral Traffic (Prevention) Act (Women Cases only),31,2014,,,
Bihar,14.1 - Under ITP Section 5,29,2014,,,
Bihar,14.2 - Under ITP Section 6,2,2014,,,
Bihar,14.3 - Under ITP Section 7,0,2014,,,
Bihar,14.4 - Under ITP Section 8,0,2014,,,
Bihar,14.5 - Other Sections under ITP Act,0,2014,,,
Chhattisgarh,1 - Rape (Section 376 IPC),1436,2014,,,
Chhattisgarh,1.1 - Custodial Rape,0,2014,,,
Chhattisgarh,1.1.1 - Custodial_Gang Rape,0,2014,,,
Chhattisgarh,1.1.2 - Custodial_Other Rape,0,2014,,,
Chhattisgarh,1.2 - Rape other than Custodial,1436,2014,,,
Chhattisgarh,1.2.1 - Rape_Gang Rape,64,2014,,,
Chhattisgarh,1.2.2 - Rape_Others,1372,2014,,,
Chhattisgarh,2 - Attempt to commit Rape (Section 376 & 511 IPC),21,2014,,,
Chhattisgarh,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",1393,2014,,,
Chhattisgarh,3.1 - Kidnaping & Abduction Section 363 IPC,922,2014,,,
Chhattisgarh,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,5,2014,,,
Chhattisgarh,3.3 - Kidnapping for Ransom Section 364A,0,2014,,,
Chhattisgarh,3.4 - Kidnapping & Abduction of Women to compel her for marriage,263,2014,,,
Chhattisgarh,3.5 - Kidnapping & Abduction of Women-Other,203,2014,,,
Chhattisgarh,4 - Dowry Deaths (Section 304-B IPC),128,2014,,,
Chhattisgarh,5.1 - Sexual Harassment,649,2014,,,
Chhattisgarh,5.2 - Assault on women with intent to Disrobe,76,2014,,,
Chhattisgarh,5.3 - Voyeurism,9,2014,,,
Chhattisgarh,5.4 - Stalking,72,2014,,,
Chhattisgarh,5.5 - Others,1316,2014,,,
Chhattisgarh,6.1 - At Office premises,0,2014,,,
Chhattisgarh,6.2 - Other places related to work,13,2014,,,
Chhattisgarh,6.3 - In Public Transport system,0,2014,,,
Chhattisgarh,6.4 - in Other Places,66,2014,,,
Chhattisgarh,7 - Cruelty by Husband or his Relatives (Section 498A),964,2014,,,
Chhattisgarh,8 - Importation of Girls from Foreign Country (Section 366B IPC),0,2014,,,
Chhattisgarh,9 - Abetment of Suicides of Women u/s 306 IPC,102,2014,,,
Chhattisgarh,"10 - Dowry Prohibition Act, 1961",8,2014,,,
Chhattisgarh,"11 - Indecent Representation of Women (Prohibition) Act, 1986",0,2014,,,
Chhattisgarh,12 - Commission of Sati Prevention Act 1987,0,2014,,,
Chhattisgarh,"13 - Protection of Women from Domestic Violence Act, 2005",0,2014,,,
Chhattisgarh,14 - Immoral Traffic (Prevention) Act (Women Cases only),2,2014,,,
Chhattisgarh,14.1 - Under ITP Section 5,2,2014,,,
Chhattisgarh,14.2 - Under ITP Section 6,0,2014,,,
Chhattisgarh,14.3 - Under ITP Section 7,0,2014,,,
Chhattisgarh,14.4 - Under ITP Section 8,0,2014,,,
Chhattisgarh,14.5 - Other Sections under ITP Act,0,2014,,,
Goa,1 - Rape (Section 376 IPC),95,2014,,,
Goa,1.1 - Custodial Rape,0,2014,,,
Goa,1.1.1 - Custodial_Gang Rape,0,2014,,,
Goa,1.1.2 - Custodial_Other Rape,0,2014,,,
Goa,1.2 - Rape other than Custodial,95,2014,,,
Goa,1.2.1 - Rape_Gang Rape,2,2014,,,
Goa,1.2.2 - Rape_Others,93,2014,,,
Goa,2 - Attempt to commit Rape (Section 376 & 511 IPC),2,2014,,,
Goa,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",86,2014,,,
Goa,3.1 - Kidnaping & Abduction Section 363 IPC,77,2014,,,
Goa,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,0,2014,,,
Goa,3.3 - Kidnapping for Ransom Section 364A,0,2014,,,
Goa,3.4 - Kidnapping & Abduction of Women to compel her for marriage,0,2014,,,
Goa,3.5 - Kidnapping & Abduction of Women-Other,9,2014,,,
Goa,4 - Dowry Deaths (Section 304-B IPC),0,2014,,,
Goa,5.1 - Sexual Harassment,50,2014,,,
Goa,5.2 - Assault on women with intent to Disrobe,7,2014,,,
Goa,5.3 - Voyeurism,11,2014,,,
Goa,5.4 - Stalking,25,2014,,,
Goa,5.5 - Others,109,2014,,,
Goa,6.1 - At Office premises,1,2014,,,
Goa,6.2 - Other places related to work,1,2014,,,
Goa,6.3 - In Public Transport system,0,2014,,,
Goa,6.4 - in Other Places,55,2014,,,
Goa,7 - Cruelty by Husband or his Relatives (Section 498A),35,2014,,,
Goa,8 - Importation of Girls from Foreign Country (Section 366B IPC),0,2014,,,
Goa,9 - Abetment of Suicides of Women u/s 306 IPC,0,2014,,,
Goa,"10 - Dowry Prohibition Act, 1961",0,2014,,,
Goa,"11 - Indecent Representation of Women (Prohibition) Act, 1986",0,2014,,,
Goa,12 - Commission of Sati Prevention Act 1987,0,2014,,,
Goa,"13 - Protection of Women from Domestic Violence Act, 2005",2,2014,,,
Goa,14 - Immoral Traffic (Prevention) Act (Women Cases only),9,2014,,,
Goa,14.1 - Under ITP Section 5,5,2014,,,
Goa,14.2 - Under ITP Section 6,0,2014,,,
Goa,14.3 - Under ITP Section 7,0,2014,,,
Goa,14.4 - Under ITP Section 8,0,2014,,,
Goa,14.5 - Other Sections under ITP Act,4,2014,,,
Gujarat,1 - Rape (Section 376 IPC),841,2014,,,
Gujarat,1.1 - Custodial Rape,0,2014,,,
Gujarat,1.1.1 - Custodial_Gang Rape,0,2014,,,
Gujarat,1.1.2 - Custodial_Other Rape,0,2014,,,
Gujarat,1.2 - Rape other than Custodial,841,2014,,,
Gujarat,1.2.1 - Rape_Gang Rape,16,2014,,,
Gujarat,1.2.2 - Rape_Others,825,2014,,,
Gujarat,2 - Attempt to commit Rape (Section 376 & 511 IPC),6,2014,,,
Gujarat,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2187,2014,,,
Gujarat,3.1 - Kidnaping & Abduction Section 363 IPC,617,2014,,,
Gujarat,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,0,2014,,,
Gujarat,3.3 - Kidnapping for Ransom Section 364A,2,2014,,,
Gujarat,3.4 - Kidnapping & Abduction of Women to compel her for marriage,1378,2014,,,
Gujarat,3.5 - Kidnapping & Abduction of Women-Other,190,2014,,,
Gujarat,4 - Dowry Deaths (Section 304-B IPC),23,2014,,,
Gujarat,5.1 - Sexual Harassment,405,2014,,,
Gujarat,5.2 - Assault on women with intent to Disrobe,51,2014,,,
Gujarat,5.3 - Voyeurism,7,2014,,,
Gujarat,5.4 - Stalking,62,2014,,,
Gujarat,5.5 - Others,827,2014,,,
Gujarat,6.1 - At Office premises,1,2014,,,
Gujarat,6.2 - Other places related to work,3,2014,,,
Gujarat,6.3 - In Public Transport system,0,2014,,,
Gujarat,6.4 - in Other Places,169,2014,,,
Gujarat,7 - Cruelty by Husband or his Relatives (Section 498A),5991,2014,,,
Gujarat,8 - Importation of Girls from Foreign Country (Section 366B IPC),0,2014,,,
Gujarat,9 - Abetment of Suicides of Women u/s 306 IPC,164,2014,,,
Gujarat,"10 - Dowry Prohibition Act, 1961",53,2014,,,
Gujarat,"11 - Indecent Representation of Women (Prohibition) Act, 1986",0,2014,,,
Gujarat,12 - Commission of Sati Prevention Act 1987,0,2014,,,
Gujarat,"13 - Protection of Women from Domestic Violence Act, 2005",2,2014,,,
Gujarat,14 - Immoral Traffic (Prevention) Act (Women Cases only),45,2014,,,
Gujarat,14.1 - Under ITP Section 5,18,2014,,,
Gujarat,14.2 - Under ITP Section 6,5,2014,,,
Gujarat,14.3 - Under ITP Section 7,1,2014,,,
Gujarat,14.4 - Under ITP Section 8,3,2014,,,
Gujarat,14.5 - Other Sections under ITP Act,18,2014,,,
Haryana,1 - Rape (Section 376 IPC),1174,2014,,,
Haryana,1.1 - Custodial Rape,0,2014,,,
Haryana,1.1.1 - Custodial_Gang Rape,0,2014,,,
Haryana,1.1.2 - Custodial_Other Rape,0,2014,,,
Haryana,1.2 - Rape other than Custodial,1174,2014,,,
Haryana,1.2.1 - Rape_Gang Rape,230,2014,,,
Haryana,1.2.2 - Rape_Others,944,2014,,,
Haryana,2 - Attempt to commit Rape (Section 376 & 511 IPC),136,2014,,,
Haryana,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",1922,2014,,,
Haryana,3.1 - Kidnaping & Abduction Section 363 IPC,113,2014,,,
Haryana,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,5,2014,,,
Haryana,3.3 - Kidnapping for Ransom Section 364A,1,2014,,,
Haryana,3.4 - Kidnapping & Abduction of Women to compel her for marriage,886,2014,,,
Haryana,3.5 - Kidnapping & Abduction of Women-Other,917,2014,,,
Haryana,4 - Dowry Deaths (Section 304-B IPC),293,2014,,,
Haryana,5.1 - Sexual Harassment,599,2014,,,
Haryana,5.2 - Assault on women with intent to Disrobe,229,2014,,,
Haryana,5.3 - Voyeurism,26,2014,,,
Haryana,5.4 - Stalking,284,2014,,,
Haryana,5.5 - Others,550,2014,,,
Haryana,6.1 - At Office premises,1,2014,,,
Haryana,6.2 - Other places related to work,1,2014,,,
Haryana,6.3 - In Public Transport system,2,2014,,,
Haryana,6.4 - in Other Places,98,2014,,,
Haryana,7 - Cruelty by Husband or his Relatives (Section 498A),3478,2014,,,
Haryana,8 - Importation of Girls from Foreign Country (Section 366B IPC),0,2014,,,
Haryana,9 - Abetment of Suicides of Women u/s 306 IPC,120,2014,,,
Haryana,"10 - Dowry Prohibition Act, 1961",13,2014,,,
Haryana,"11 - Indecent Representation of Women (Prohibition) Act, 1986",1,2014,,,
Haryana,12 - Commission of Sati Prevention Act 1987,0,2014,,,
Haryana,"13 - Protection of Women from Domestic Violence Act, 2005",4,2014,,,
Haryana,14 - Immoral Traffic (Prevention) Act (Women Cases only),43,2014,,,
Haryana,14.1 - Under ITP Section 5,17,2014,,,
Haryana,14.2 - Under ITP Section 6,9,2014,,,
Haryana,14.3 - Under ITP Section 7,1,2014,,,
Haryana,14.4 - Under ITP Section 8,0,2014,,,
Haryana,14.5 - Other Sections under ITP Act,16,2014,,,
Himachal Pradesh,1 - Rape (Section 376 IPC),283,2014,,,
Himachal Pradesh,1.1 - Custodial Rape,0,2014,,,
Himachal Pradesh,1.1.1 - Custodial_Gang Rape,0,2014,,,
Himachal Pradesh,1.1.2 - Custodial_Other Rape,0,2014,,,
Himachal Pradesh,1.2 - Rape other than Custodial,283,2014,,,
Himachal Pradesh,1.2.1 - Rape_Gang Rape,6,2014,,,
Himachal Pradesh,1.2.2 - Rape_Others,277,2014,,,
Himachal Pradesh,2 - Attempt to commit Rape (Section 376 & 511 IPC),5,2014,,,
Himachal Pradesh,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",227,2014,,,
Himachal Pradesh,3.1 - Kidnaping & Abduction Section 363 IPC,32,2014,,,
Himachal Pradesh,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,1,2014,,,
Himachal Pradesh,3.3 - Kidnapping for Ransom Section 364A,1,2014,,,
Himachal Pradesh,3.4 - Kidnapping & Abduction of Women to compel her for marriage,175,2014,,,
Himachal Pradesh,3.5 - Kidnapping & Abduction of Women-Other,18,2014,,,
Himachal Pradesh,4 - Dowry Deaths (Section 304-B IPC),1,2014,,,
Himachal Pradesh,5.1 - Sexual Harassment,159,2014,,,
Himachal Pradesh,5.2 - Assault on women with intent to Disrobe,18,2014,,,
Himachal Pradesh,5.3 - Voyeurism,3,2014,,,
Himachal Pradesh,5.4 - Stalking,62,2014,,,
Himachal Pradesh,5.5 - Others,296,2014,,,
Himachal Pradesh,6.1 - At Office premises,0,2014,,,
Himachal Pradesh,6.2 - Other places related to work,0,2014,,,
Himachal Pradesh,6.3 - In Public Transport system,0,2014,,,
Himachal Pradesh,6.4 - in Other Places,60,2014,,,
Himachal Pradesh,7 - Cruelty by Husband or his Relatives (Section 498A),325,2014,,,
Himachal Pradesh,8 - Importation of Girls from Foreign Country (Section 366B IPC),0,2014,,,
Himachal Pradesh,9 - Abetment of Suicides of Women u/s 306 IPC,66,2014,,,
Himachal Pradesh,"10 - Dowry Prohibition Act, 1961",2,2014,,,
Himachal Pradesh,"11 - Indecent Representation of Women (Prohibition) Act, 1986",0,2014,,,
Himachal Pradesh,12 - Commission of Sati Prevention Act 1987,0,2014,,,
Himachal Pradesh,"13 - Protection of Women from Domestic Violence Act, 2005",5,2014,,,
Himachal Pradesh,14 - Immoral Traffic (Prevention) Act (Women Cases only),5,2014,,,
Himachal Pradesh,14.1 - Under ITP Section 5,3,2014,,,
Himachal Pradesh,14.2 - Under ITP Section 6,1,2014,,,
Himachal Pradesh,14.3 - Under ITP Section 7,0,2014,,,
Himachal Pradesh,14.4 - Under ITP Section 8,0,2014,,,
Himachal Pradesh,14.5 - Other Sections under ITP Act,1,2014,,,
Jammu & Kashmir,1 - Rape (Section 376 IPC),331,2014,,,
Jammu & Kashmir,1.1 - Custodial Rape,0,2014,,,
Jammu & Kashmir,1.1.1 - Custodial_Gang Rape,0,2014,,,
Jammu & Kashmir,1.1.2 - Custodial_Other Rape,0,2014,,,
Jammu & Kashmir,1.2 - Rape other than Custodial,331,2014,,,
Jammu & Kashmir,1.2.1 - Rape_Gang Rape,0,2014,,,
Jammu & Kashmir,1.2.2 - Rape_Others,331,2014,,,
Jammu & Kashmir,2 - Attempt to commit Rape (Section 376 & 511 IPC),20,2014,,,
Jammu & Kashmir,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",813,2014,,,
Jammu & Kashmir,3.1 - Kidnaping & Abduction Section 363 IPC,285,2014,,,
Jammu & Kashmir,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,1,2014,,,
Jammu & Kashmir,3.3 - Kidnapping for Ransom Section 364A,0,2014,,,
Jammu & Kashmir,3.4 - Kidnapping & Abduction of Women to compel her for marriage,236,2014,,,
Jammu & Kashmir,3.5 - Kidnapping & Abduction of Women-Other,291,2014,,,
Jammu & Kashmir,4 - Dowry Deaths (Section 304-B IPC),5,2014,,,
Jammu & Kashmir,5.1 - Sexual Harassment,242,2014,,,
Jammu & Kashmir,5.2 - Assault on women with intent to Disrobe,123,2014,,,
Jammu & Kashmir,5.3 - Voyeurism,0,2014,,,
Jammu & Kashmir,5.4 - Stalking,1,2014,,,
Jammu & Kashmir,5.5 - Others,1055,2014,,,
Jammu & Kashmir,6.1 - At Office premises,0,2014,,,
Jammu & Kashmir,6.2 - Other places related to work,8,2014,,,
Jammu & Kashmir,6.3 - In Public Transport system,6,2014,,,
Jammu & Kashmir,6.4 - in Other Places,223,2014,,,
Jammu & Kashmir,7 - Cruelty by Husband or his Relatives (Section 498A),467,2014,,,
Jammu & Kashmir,8 - Importation of Girls from Foreign Country (Section 366B IPC),0,2014,,,
Jammu & Kashmir,9 - Abetment of Suicides of Women u/s 306 IPC,25,2014,,,
Jammu & Kashmir,"10 - Dowry Prohibition Act, 1961",1,2014,,,
Jammu & Kashmir,"11 - Indecent Representation of Women (Prohibition) Act, 1986",0,2014,,,
Jammu & Kashmir,12 - Commission of Sati Prevention Act 1987,0,2014,,,
Jammu & Kashmir,"13 - Protection of Women from Domestic Violence Act, 2005",0,2014,,,
Jammu & Kashmir,14 - Immoral Traffic (Prevention) Act (Women Cases only),1,2014,,,
Jammu & Kashmir,14.1 - Under ITP Section 5,1,2014,,,
Jammu & Kashmir,14.2 - Under ITP Section 6,0,2014,,,
Jammu & Kashmir,14.3 - Under ITP Section 7,0,2014,,,
Jammu & Kashmir,14.4 - Under ITP Section 8,0,2014,,,
Jammu & Kashmir,14.5 - Other Sections under ITP Act,0,2014,,,
Jharkhand,1 - Rape (Section 376 IPC),1050,2014,,,
Jharkhand,1.1 - Custodial Rape,0,2014,,,
Jharkhand,1.1.1 - Custodial_Gang Rape,0,2014,,,
Jharkhand,1.1.2 - Custodial_Other Rape,0,2014,,,
Jharkhand,1.2 - Rape other than Custodial,1050,2014,,,
Jharkhand,1.2.1 - Rape_Gang Rape,52,2014,,,
